group,path,category,size,orig_size,sha256,completed_at,signature,manual
0006,sound/nhm_adult_citizen_5_questdialog_main_01345.wem,Quest Main Dialogue,26725,26725,55467265ed1ba797d91f2bca1ae738c3bb108af43413506d4822e5695e64fd97,2026-05-22T00:47:28+00:00,6c6850407d6285ce060418ecd3cf027bfd398788c678804dcd9f6d798acb00c4,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01346.wem,Quest Main Dialogue,28617,28617,24257189836ff787d279ab681b1caaa1fe0ac202951541abaec63e75e8ff6928,2026-05-22T00:47:30+00:00,66fd46c8b48b90aae8a63912d7af6227b45a3f786e2cfbfc8ef9f046bcf37d2d,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01363.wem,Quest Main Dialogue,38030,38030,a9e1f2208e05c01b24bad02d99a3fa2f46964fd5ee5518782be1f1dd6f11b0a6,2026-05-22T00:47:32+00:00,358ca49d1e2eb61918095cd1d8d1b9942c5785caea5b19f3757b3279fdad0b16,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01364.wem,Quest Main Dialogue,22997,22997,5842de22b9c279bd44bb1afd7be945c7272a27b0dd88f4a3ad438d95548cb8ba,2026-05-22T00:47:34+00:00,a664108fbdf30058cd591dcc82bdac4cb51eefc4e49902de25b3895673a2d044,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01427.wem,Quest Main Dialogue,16060,16060,edd4895398094c8e87ced1f16775c315335a0512f6de7cbef435c1efa6ee6e7a,2026-05-22T00:47:36+00:00,5b0e28ed3781f92f62dca29189dd11b84559466caaa34a4ac19068eef45a661e,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01428.wem,Quest Main Dialogue,27224,27224,a614b40c8f55c21137d12fc7d9289adc9d7d535c86ac5a99779dcabfe2ccb0dd,2026-05-22T00:47:39+00:00,46da4a275ac07cc755316380fc950df179b3cbaf48cf817a6f58c483d870feec,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01445.wem,Quest Main Dialogue,43518,43518,6bfb4341d092140cfa8137dd026fe11bc35e37c6f352939195788fcd8cabd676,2026-05-22T00:47:41+00:00,84ac0b1dddf2bad105e9905852ae4f4392b6f19aac603717764717fa1c37a8a8,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01446.wem,Quest Main Dialogue,46987,46987,72afd2c6b981115f960ffcefb80b603932de5126c6966f574336934f480e0d82,2026-05-22T00:47:43+00:00,87eed5a9d0b23d5dd8ab081502b7efd3eebc0bfc443df27de352fe1750ef75b2,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01447.wem,Quest Main Dialogue,38454,38454,54728ca7b807d57a8913545f21b827385f01d2d25243b9f19e773dd4e3bc7f37,2026-05-22T00:47:45+00:00,29386327c550ea6ad637b01474310d1e2a9d6b30060e41a4eca833403eeac9a6,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01578.wem,Quest Main Dialogue,23121,23121,8b10cf7781902390c2443c84f0021dc05a55f9a15ac1acf2448b2269ea0c67a4,2026-05-22T00:47:47+00:00,080d5f5954ec0759e5c0973b594ce74ddaf87056b8cc6eab7c6255909b412213,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01579.wem,Quest Main Dialogue,56874,56874,05b6303d80b668ef8fb35ff7f2c86f8bfa9337eb4f1f435745489cc31ffd74ce,2026-05-22T00:47:49+00:00,4c90188b4980b15f71306d890a28d678efacacd036e14e5938614ba012a2a8bd,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01643.wem,Quest Main Dialogue,41685,41685,27cc277d09e56fc96866993ad5fc97b1c641cb68998f20123cb2c2fe610b8d31,2026-05-22T00:47:52+00:00,0d85c40563dd5842d73b88e57f9cc39f597f7b7d5fa98cc2729073e68a46a20d,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01644.wem,Quest Main Dialogue,32723,32723,25edb77ce25c4918fcfbcfdb05eb634576a8e5a28aeed68cb3a5353795d40eab,2026-05-22T00:47:54+00:00,a6e491b3b793942578859266192e3258033042cd845ab0a3149fffcf363c4eb1,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01677.wem,Quest Main Dialogue,19230,19230,e1b144e2fa00e7ca6926d6cc972f1487e14babc2011f2f0537f35a0ece4a3a7d,2026-05-22T00:47:56+00:00,b47f279e34833d96b16d4b58fdaae2b1ccdd0273b1d4a6c4dffbf8439d1b1858,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01678.wem,Quest Main Dialogue,33344,33344,a07721dce61cdf8fae79294f57640375994f9cf35ece8cf07ea5955a5835f694,2026-05-22T00:47:59+00:00,a2eaa6cab8b3342f44b570e2e90e1c1a43107016134b84ad90f0564d83d0b8a3,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01933.wem,Quest Main Dialogue,30051,30051,bc90374443b9166ecb4b34d87db97d0248a7e9fb002d76e9b043b0c1ac0d4b2e,2026-05-22T00:48:01+00:00,c27e8908cad3bac5411c20112da71bcd0430e147e23a6009ba06f7e0971f663e,True
0006,sound/nhm_adult_citizen_5_questdialog_main_01934.wem,Quest Main Dialogue,39055,39055,8258f0df5e9814cf524d133b04d5afb03208aca125d9874094cae5b3b4397858,2026-05-22T00:48:03+00:00,624384fe75481a4f2c00f761285b3452ea3de0b1d17695910359494b2f571eba,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02017.wem,Quest Main Dialogue,33696,33696,3cdfdb02ef6042e0d30c110f999409121c18bd3dc19f0e431eda8cffa3cc4233,2026-05-22T00:48:05+00:00,b6856b2b5fd27a839e09bc6c0c44d7ee594ef41f37ffcccf5bc35e18187a64e5,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02124.wem,Quest Main Dialogue,48013,48013,9bc64d828ad5ae3259327a0bdf111781ab18ad9641fabf9cd7b638d2bcdc73b0,2026-05-22T00:48:07+00:00,8599628bd28154e59bff42b34007990f8c70b740de8bde2b4dfa930529c92bb9,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02125.wem,Quest Main Dialogue,58741,58741,8445fed8b4d63e9a7e3ecae5637cc3e854b1c7676b98985c872d4f47f59524fd,2026-05-22T00:48:10+00:00,57391ac01beb48044b974227b67aa40519be2a2b774410f613ffa328ed2716db,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02319.wem,Quest Main Dialogue,22807,22807,a34d6354c1011f46e5763176a79e53df85312b118171df19e9b9d041adb24246,2026-05-22T00:48:12+00:00,ddb4184ee01855a109fa8288e00b9eb6e60f491926197c7fb466b752acf0a1c7,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02320.wem,Quest Main Dialogue,49898,49898,af4e25a7ff206d56aa1482283db86321e84aae3155bf4b7a0578856a053803e2,2026-05-22T00:48:14+00:00,e24d2ef271d81212515e316e64f5f18b584e3fa256bbe432643b3b9b54025f64,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02454.wem,Quest Main Dialogue,37732,37732,ab0a4c24847953b4a6acf8451a96ee49761e6a2f70915d66315ce23a04410b42,2026-05-22T00:48:17+00:00,b97ff394a7697820de33c4a2f4734339c374d7978c40dc2d0fbb11b3898475fd,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02455.wem,Quest Main Dialogue,34710,34710,00048e4612ba2639e5da47f4b4556714f9e2d542da5508bf7a39025181c8c5fa,2026-05-22T00:48:19+00:00,372ae0283a3efda9f0a960978dfc7b1553bfc35a48522f814d72052630168577,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02514.wem,Quest Main Dialogue,33768,33768,97daf557d734f66a147477756663fb6b1003adf39b9724bc6e642f9b8df5500b,2026-05-22T00:48:21+00:00,b88bee8f61896f966a76ed63ac72f2099823770be7790d69846576e2996781e2,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02515.wem,Quest Main Dialogue,18634,18634,a12f15f03d1e9d70c01671ec4315f9f71c6dc01d744d7ef7ea823f7bc496425c,2026-05-22T00:48:23+00:00,bbafe4f42c8e45ef269ac148b498cf0155b7f519916c6e773e55dcb4ead15766,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02534.wem,Quest Main Dialogue,28977,28977,5ea7a406c3d1e4a2b205a40b6cd28ade454d8a37535baefa23cb91d255fb0a68,2026-05-22T00:48:25+00:00,1df36c674646b3a9f6790734b11ec1af3b8a4a51d4ef601b7e3b6aaa7c07e334,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02535.wem,Quest Main Dialogue,49475,49475,5f3b35b2254c840d9896af95416111425727cc3a46a5bb3b5363afd52ca3f672,2026-05-22T00:48:27+00:00,3e04e998784d3b718d2aee7d71b2a952ecc0537e8709d5bf222790d3b9d50927,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02821.wem,Quest Main Dialogue,38366,38366,3b75649a48ece5a55495fd476606379e51175e731a0e71d3be6e232d6a0a8fa7,2026-05-22T00:48:29+00:00,d337da9486284fde6a54d8daf8ebe0960577c7d79cde63de18e77a954183e5eb,True
0006,sound/nhm_adult_citizen_5_questdialog_main_02905.wem,Quest Main Dialogue,42111,42111,7820089ac6fd199dcb2ffe7d1cfe8475058445c8b28437d08cdf1876faba5b87,2026-05-22T00:48:32+00:00,cf72ac9a346f38d79d0462172f762f766eeabc63ebcb66a70c77bdced2119ef0,True
0006,sound/nhm_adult_citizen_5_questdialog_main_03013.wem,Quest Main Dialogue,41550,41550,0dd86273c7c7bc930ffdc99917c9006d0a854149c392139e60b66cb2272cb737,2026-05-22T00:48:34+00:00,3e44d04e20aaca7fd7813632469eab3c9184dc3dcfb2e3f10f25f44d5c028d2c,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50024.wem,Quest Main Dialogue,64087,64087,a6c0cacc22ed4ed8b85ccce3bc8e98dd8fbddc46d40ba9bdb57508c613317670,2026-05-22T00:48:36+00:00,b09037a4fa8152a3eb4b12b69198f88579b8d96b95ce832ffa597fa8558b172f,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50025.wem,Quest Main Dialogue,48761,48761,3317e685c1b317a7425754aacc342914fb2c8dd97fce817084a1aabc5ccbaf45,2026-05-22T00:48:39+00:00,9f01ed3f0c185e53ba004ffb45ff46861c3f2c090e919cf34f7b7b4cb72b8606,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50076.wem,Quest Main Dialogue,13193,13193,7649a7206ad5c83268ea3a84f8316b85be6271a4d8d39292bd9e3fa1fc4ea3dc,2026-05-22T00:48:41+00:00,5e2503226c0ccb83a809ae007d877ed7fb11dcbf3407167a32bc5b1ee6338db7,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50077.wem,Quest Main Dialogue,21034,21034,1af49894f02b5eb760f9d2e6f159b734abb11565dd0638d76ed9ed1e286610fc,2026-05-22T00:48:43+00:00,d2b747323be5302d9bef12cbd2d1ad411aad42216141ca36d12ea3e87c6f783a,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50280.wem,Quest Main Dialogue,44264,44264,d15c08f34d1e449b8d0edc5fb0fcbc8841779efc9adca63c0b4a2d41f3585f94,2026-05-22T00:48:45+00:00,3547e9b29c999ca23244046cf153746a5ab8384315c9a78a6c12ca6275d562e9,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50281.wem,Quest Main Dialogue,33678,33678,d3aac6e518e9bd5267a2526a752f350347845b6f62fd095dd7d661e5b376fdbb,2026-05-22T00:48:47+00:00,066c1c41f2b5f63b48c24f6dce4dd56b5ec87028c4a3d521e638b96d17fde9e7,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50425.wem,Quest Main Dialogue,27969,27969,7a6e5facb71c4ec3e43b34e3a3b3301046ef576b6666d0006411fd54002b44e0,2026-05-22T00:48:49+00:00,18ef91bc5558ca7ef5754cd4fc25de66bdf1d4f935927d6ba106f7c28566b08b,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50426.wem,Quest Main Dialogue,31183,31183,7dbd198f1169668d50846245380da86ce30729149ab31419e3997854cdfb22e3,2026-05-22T00:48:51+00:00,4842c589e78d1ad0ae11edff090407a256fb608edbb64835f8ab71135698e94e,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50524.wem,Quest Main Dialogue,12525,12525,02887bfb3e5f5ca86a2040467a167245ee061295dccc8f2c22cfcbd6574f5c84,2026-05-22T00:48:53+00:00,9f7a887df612c162f3bbcad5a8479a3956a0c3d99b0a56bce9b14d55fb965f18,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50525.wem,Quest Main Dialogue,30922,30922,3c443f3cfbae9dc6846f7526b9b517dc3cdbfd6e3ac7a00aaab30e28db086919,2026-05-22T00:48:55+00:00,f2edf92dd7803b8aa116b7a9156a71bb37e020ea0434784d80fdb92d65838e84,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50660.wem,Quest Main Dialogue,41191,41191,5c179613dd90e6077b5ee0e01f21727fa432c03f3e36320341cd56181f96b929,2026-05-22T00:48:57+00:00,3da3ab7b1af4bc0195d0b2bbedfaacdfa38281a43c75416ed28681153aee35a1,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50661.wem,Quest Main Dialogue,36804,36804,b1628fe7231f66a88d831473104aa13e03eaefee34e97416e7338aa3ba70ca40,2026-05-22T00:48:59+00:00,aab30214a0be4e236cd42972acda118ee40a9b39402fc687a0e0bd73a52112cc,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50744.wem,Quest Main Dialogue,32961,32961,e64c47139be4a0bee3254d3dd443628a2abeba2d8a5a2d3b10e023992355348b,2026-05-22T00:49:01+00:00,49d1ee3a444117f44b5c51d5c28add7137196151d8c250c42e33e234326ef173,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50745.wem,Quest Main Dialogue,47625,47625,2aa482a886f84218083a0d6ac10c330264b7923b189c8ad7f40a9666f500cb92,2026-05-22T00:49:03+00:00,b7bdafbed82e93ad3af1757f84fa46bb99f3c420615c44fddde2bbd1eedd782e,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50888.wem,Quest Main Dialogue,31904,31904,24150dd8f84dd9fd1322853f5ea8418e64330080f47b7383be0f94b7ce7f3ebc,2026-05-22T00:49:05+00:00,d9e9f34ba85f627174acd77ad88d10203d0c48f1c69f018573d40ed5ac72a4f0,True
0006,sound/nhm_adult_citizen_5_questdialog_main_50889.wem,Quest Main Dialogue,23757,23757,1b6876c9c29d7f5a86c4cf452f8d745364545bd152b9ffe91fcb111b1914422e,2026-05-22T00:49:07+00:00,cc27d697a4e0ee47fea837ee1df346f66cedb207486181d508eda3406b54db66,True
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_00012.wem,Quest (Pywel),19992,19992,75a00c144425e7f5c1214f6cc5bb48dd5d1c4d596a40ee250197af772e7c1a59,2026-05-24T13:14:41+00:00,4ddec7e7d7e2b69619d0719319ff94f25972bc23dfdc321628fe9d1f7eb948ba,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_00013.wem,Quest (Pywel),36534,36534,0d76d9f55c0335cc8811d87ea7f144614c2d74a8443517a02cc32fae188ccc23,2026-05-24T13:14:44+00:00,f77afdad2a246159215433bdb68437186e9a8aa7e3acadd45bd245d4c997cccb,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_00104.wem,Quest (Pywel),33794,33794,c62fdb8cd3e2f0b47cf8164dfb36f4b552e1b10308c35bb83fb6470abdf95433,2026-05-24T13:14:47+00:00,a217c0519b34b83383896fe37b37e19d38207b41994f0b956f417b0d1722b00a,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_00111.wem,Quest (Pywel),37056,37056,ededa256e1b673c97c74141e9023df684c3600ff07c204d1e1c910e003018ca8,2026-05-24T13:14:51+00:00,e85e9817ea5e8f6f98156677be095c9a118af8dfd846e8518a3696b84927dd21,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_00918.wem,Quest (Pywel),35680,35680,208f137dc0cab7feee0cb51dbf38e8253ce336f9a4816f00375ddff5dcce6210,2026-05-24T13:14:55+00:00,e8c877ac23b079164e4667e279358bcc05c47be7c759b1b58cf5d72a488ad065,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_00924.wem,Quest (Pywel),21362,21362,bc9e2654dc5b29156c3d0a5edd4e88c37a37ef1829eb4dc7fcdff83ca1a1b6f6,2026-05-24T13:14:58+00:00,036814d2ad4acb7a35cde4f357270002a47d8e1d7b5b30d2fbee200676184ff9,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_00982.wem,Quest (Pywel),32433,32433,29de182d2893a12ceb76c620a135dc5836178684c8b5c7be72e6bf2ae481366f,2026-05-24T13:15:02+00:00,8743e4d8dc5d471bc2ccebb2841799bee312e5c2eab5763791dd30282301e772,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_00985.wem,Quest (Pywel),46995,46995,a637ae110c422272ec164f9d47b05d503c6547c3e6146e142ed71fa0809c8f1a,2026-05-24T13:15:05+00:00,fdda54e6b00a84dfb473b7cf00422bf0d9093b839fb2a11abc2c660c50469bbc,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_01080.wem,Quest (Pywel),31443,31443,576df924ad11678597c879e027cb2de716009b2c4040825e60a31ccbc62f1115,2026-05-24T13:15:09+00:00,4c806cef7bebd63099a0050e124a65274dc9901d45a2533df1c7b34eabc03bfa,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_01082.wem,Quest (Pywel),25418,25418,52bd2c3ca65cd0bcdfce3b1715e700f9e9cdff38e4fc8fd366756249c3d5d04f,2026-05-24T13:15:12+00:00,8c55d93d6fbfe7a0090eac06d353c17eba889631ab8f7fd84c967a29d9eb4f05,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_01704.wem,Quest (Pywel),62892,62892,519ed175fffd51bd941aaaf3dc9cdd55527b070332d4a338ce60f0d2a0595741,2026-05-24T13:15:16+00:00,8ac8a091104a97940c366a6327e95ffb7134c340a7e0ea754025ebb66fe1e8b0,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_01707.wem,Quest (Pywel),23763,23763,7747cb5c75d911db9a9ed6e3204fc114c95fb20ae8917359ce9ed5054ba8bba2,2026-05-24T13:15:19+00:00,9e3a653ddcd085e72d898a304077701985e706ff6dfaf99bac0e571137f6af98,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_01709.wem,Quest (Pywel),30227,30227,0a51d42e510c6db1dc32653face8fd346db5bd30118e43d24739fd23f0001344,2026-05-24T13:15:23+00:00,0d85dad4b9a418c4f0c0266e85626bae334dc262fff91e4f1ed7fd45fde3f6e9,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_akapen_01710.wem,Quest (Pywel),35399,35399,7a495b2a6c4852d12a96ae6b00e2c8c1f836f1393946ab55f28a1429d7af11fe,2026-05-24T13:15:27+00:00,1e6e6ab71e3cc06f55b3779cb5abc4def9ea4572e910521c57e9ce4c61442553,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_01926.wem,Quest (Pywel),94205,94205,c559c4fb8d94434a254e4802da5eb784c64439324909003a76504c20592ca274,2026-05-24T13:15:30+00:00,0e1c06ac2b252b13ee29765d6b62538fd0440395f0b5120e5d70c6aa8140652f,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_01927.wem,Quest (Pywel),31423,31423,434323490183b2204c079da252590ea720ab98e04fa6c2dbcf949288c38eecf2,2026-05-24T13:15:34+00:00,27a03ff11362ef0162c97ddd585a5b6e07f41973bd38a18212b25f980c7a2a6b,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_01928.wem,Quest (Pywel),16891,16891,ee3f281a7332d3b3418c6ec19cc93f6c002106a6539e0e53a2c5b67495ea4645,2026-05-24T13:15:37+00:00,8ff5129b928f28197757eda83c76fec19ed6c33a486344b4d96d60317ae519b3,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_01929.wem,Quest (Pywel),52283,52283,8bd65f2931c685559f5d3eb7928f3d6479d14b6cad70754c36eddc4e08ce56f9,2026-05-24T13:15:41+00:00,9c6676c639577de02d154c0f1025550e0a2243adef1be082e21be4830a0db62c,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_01978.wem,Quest (Pywel),9999,9999,50a85e73ca77c14161358e46e9b76db185b6931d0a48469e2e5e1bf942c15157,2026-05-24T13:15:44+00:00,5a44ba2da458a9a38edfbc40883027b763786a275dfb17ff787251617c09d43e,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_01979.wem,Quest (Pywel),32521,32521,b88ad2bd578e3b1399ae303853dc29824bc381cfe75bce24ef0478f09df89116,2026-05-24T13:15:48+00:00,18256077aa3a1e6199af32ebc79c9c970fc0df3cfddc2cb6da197cd4bd5edd9c,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_01980.wem,Quest (Pywel),16602,16602,c649bd69f8b731799e413d58b777a1d7a30f1b3819dd85f7166c57cf7278c54f,2026-05-24T13:15:52+00:00,b56b162ced4eafc6f14821268cf94cc4c67951b201b63330f39c521a2401d88c,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_01981.wem,Quest (Pywel),50515,50515,5395a2509f57eccf4315541d473e2ee0a491e152f5fef95158e334798a24ba8d,2026-05-24T13:15:56+00:00,6af7231c375d079fa52def7000a9407b10b4e85bf95fc54f131cf0ea7bd9b462,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02084.wem,Quest (Pywel),44604,44604,1e371bc17f7ecc8cd00366932c4d30abacb9d285bd3ef9edf06d9b2552bb4abb,2026-05-24T13:15:59+00:00,09d952a737c75a5b3c8c219fb2f01186fc3c2792b903f88ae3da2e9f3f041905,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02085.wem,Quest (Pywel),48991,48991,bb103b503170aa9de9c4ce7519be906e49d306e595cf183c3d01511e3dd53e94,2026-05-24T13:16:03+00:00,e81571c914d365e450f2a4995b80c9150b9e05d11c58fc1cde7bbce6cb6a6ef4,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02086.wem,Quest (Pywel),34819,34819,98fec45640e8b291fd31ebc17e08303d1e66be11cd9b7966be6ceec8ae33b75b,2026-05-24T13:16:07+00:00,1392594b089836902ff4e407e207d807270c3a21a04e5a577880a2d68639ea6e,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02087.wem,Quest (Pywel),43284,43284,2abdfd07e8fccc559ba6626b0c1cc6b2e2502206a0b24dceaf6ab13a8bb612b5,2026-05-24T13:16:11+00:00,a1e5acf9c785aa891c8c0b5c3cab0e18c616961d3998edcceb700735faa87757,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02172.wem,Quest (Pywel),72390,72390,db7e3ab30364e3793ef779e27b75099d43e5de65f43032035c30442ae80cbee7,2026-05-24T13:16:15+00:00,112dd09096ecbb7d9c21d20095b95fbf0c2285e6bdf19f494038b4a2f33a1fa5,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02173.wem,Quest (Pywel),43297,43297,253653576b7f820246b9a41ee8a24e5e4fa17145b05865d7c122980858166a91,2026-05-24T13:16:18+00:00,fd864280888712922376d272686bb4e9012127208535c1d117540187758f25bb,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02174.wem,Quest (Pywel),37427,37427,3c33761e087f4d8123b1761b0e30142444d16c76c55791993c3b1a448968b93d,2026-05-24T13:16:22+00:00,810e4ed83e3f60a00affc6b5ffddfe0ff85f5ca382e9a63423ea0f42003c5b18,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02175.wem,Quest (Pywel),52963,52963,314c40b4e0bd736c582823d55c64e18a7f217673c9fb337e2ecca709111aa48f,2026-05-24T13:16:26+00:00,b5fcc83f96571ba9f9ee6a709020598cbc85baef12c5d64c4c9a312f41c8f0cc,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02224.wem,Quest (Pywel),50802,50802,60e512d814bd6c116aa7fe9b272bce1c34ef09cf42c0a048a6c59ac5ca79880f,2026-05-24T13:16:30+00:00,a803a7e9161c4d2c68ba4d1ed3d8621d4a4c8dc210b16c5717f5772ee08ccf08,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02225.wem,Quest (Pywel),27131,27131,48121495f74265195172b43863cd4fa9173b3807ee7000c2c4f340b2fdf34d29,2026-05-24T13:16:34+00:00,308911835cf55be1a1161942e1fde2d81ededfa1c01bd8ae27ddab1474ef6ebc,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02226.wem,Quest (Pywel),34445,34445,d44be9e75de26850fa8c108c13c0907f8ff17126ae9955ee416191c7de9ce403,2026-05-24T13:16:37+00:00,6e0d991cee0b9858ea0f509a59e8e20b4da2abb4f02d12ba34822c635c6f1e46,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02227.wem,Quest (Pywel),35043,35043,9a7d0718b96cfc97cb5e48592fcd3b2b9a80c7e16799b1cb3180c7ad40cf412e,2026-05-24T13:16:41+00:00,04a96d6b76ada7d8f967b73a43ecad4cf50312c20f63460be9fc0f5d248e7097,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02296.wem,Quest (Pywel),37784,37784,7a53b6c53f193a689a9d99847936c4e3ecfb9c6b6c13d7b67e50c91831055d68,2026-05-24T13:16:45+00:00,f0a69676000c7bcdb06ba3b0f7e0d851dcf7be39ed383ace1c4e10bba23fe20c,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02297.wem,Quest (Pywel),66761,66761,6a40b9ebd28a14699cb364432c9756f5e58d2aa4dae7ac3be137d8861791b35f,2026-05-24T13:16:49+00:00,5be16a6bfacd494034356d6eb60a8d395783ea78067ab8d2e27b587b407fd7ad,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02298.wem,Quest (Pywel),39538,39538,e59c64b06c02a15366e4dd03b6fd2d2cfcc2ffb86249458b150b1ede108b677e,2026-05-24T13:16:52+00:00,f06e935b2f646925ae08ee6fc73063b5ef01fcb80ea09f29a8b9e955f416fc2e,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_cd_02299.wem,Quest (Pywel),34923,34923,63348042da35c331e5f5d096143433a5d0c0914b5af0a8f0f3bd1295e0b1c01b,2026-05-24T13:16:56+00:00,a8998566767dfd190fc02d188cb6c0dc8857c43247d4d919bf1c13e0dc35b28c,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_delesyia_01155.wem,Quest (Pywel),49589,49589,9794f51221f17b5b68297cd5b3558ebd937e8d8e675d7e9ff038cb789da45bc4,2026-05-24T13:17:00+00:00,b4a386434c3a81d91b6641822d7aea6268926536384f392dcc3de38196bf5eb5,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_delesyia_01156.wem,Quest (Pywel),30377,30377,ed990667cac74d880ef2fd4ca89a5cff5323e976251a4e3341c3eadf131f9dd0,2026-05-24T13:17:03+00:00,8c5439e9e97be874c108becffc3f06b34f7a625db3b1d5f9d7d2a8c340edaffa,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_delesyia_01157.wem,Quest (Pywel),54726,54726,2d663d4b9306e5aebf941a9a5a14dbae9b6808fe8073c888115794cba1122d66,2026-05-24T13:17:07+00:00,5500476a495c43e3aa9e06472c17feae4667a8ead3ecf5312354485891b07e40,False
0006,sound/nhm_adult_citizen_5_questdialog_pywel_delesyia_01158.wem,Quest (Pywel),42097,42097,289fb99ba10793fc76fc44376c49f36035ad692f5abc666f1a01e48a86cd65b8,2026-05-24T13:17:11+00:00,4358cfd6c69f1b17b88b7d449ac3d0de285da5057245da288011be2e1717b326,False
